min_samples_leaf,validation accuracy,validation precision,validation recall,validation f1,test accuracy,test precision,test recall,test f1
1.0,0.9422769914232483,0.8740565009639856,0.8688524590163935,0.8713533541461279,0.9324487334137516,0.8544474393530997,0.8453333333333334,0.8498659517426274
