f_FPro_class,price,price percal,package_weight,Protein,Total Fat,Carbohydrate,"Sugars, total","Fiber, total dietary",Calcium,Iron,Sodium,Cholesterol,"Fatty acids, total saturated",label
3,1.29,0.05151334,150.25235,8.0,1.66666667,10.68,10.6666667,0.0,0.13,0.0,0.0489666629,0.01,1.0,0
3,2.5,0.00198914,269.32025,6.66666667,16.6666667,58.66666664000001,6.66666667,0.0,0.0,0.0024,0.8970000038999999,0.0,0.0,0
3,2.19,0.00735715,396.893,10.0,8.75,68.25,5.0,2.5,0.0,0.0027,0.3531249999999999,0.0,3.75,0
3,5.69,0.00632154,216.02319,5.55555556,13.8888889,40.000000019999995,27.7777778,5.55555556,0.04166667,0.00277778,0.2012500023,0.0,2.77777778,0
0,11.49,0.00598438,340.194,21.1643944,49.383587,18.836311016,3.52739907,10.5821972,0.3668495,0.00388014,0.0,0.0,3.52739907,1
3,1.18,0.00141222,340.194,8.77192983,1.75438597,42.1052632,1.75438597,1.75438597,0.22807018,0.00252632,0.3899999960999999,0.0,0.0,0
3,3.99,0.00831055,425.2425,3.22580645,9.67741936,7.0967741900000005,0.0,0.0,0.0,0.0,0.5419354836,0.01612903,3.22580645,0
3,2.5,0.00224701,436.01531,11.7241379,10.3448276,32.27586206,0.68965517,2.06896552,0.17931035,0.00186207,0.5766896578999999,0.02413793,5.51724138,0
3,2.24,0.02150034,29.766975,30.0,10.0,52.0,20.0,0.0,0.26,0.0108,5.776,0.0,0.0,0
3,7.89,0.00198794,850.485,10.0,16.6666667,40.000000019999995,0.0,3.33333333,0.1,0.004,0.6400000000000001,0.01666667,3.33333333,0
3,5.99,0.01408608,99.22325,3.57142857,28.5714286,38.57142858,3.57142857,32.1428571,0.07142857,0.00321429,0.3026785681999999,0.01785714,14.2857143,0
3,1.79,0.01782789,96.3883,5.20833333,3.125,8.75,9.375,0.0,0.18958333,0.0,0.065625,0.01041667,2.08333333,0
0,19.99,0.03123438,907.184,15.8732958,0.44092488,0.0,0.0,0.0,0.0,0.0,0.0502654348,0.05291099,0.0,1
3,6.49,0.00673007,382.71825,11.8110236,12.5984252,13.70078742,3.93700787,0.78740158,0.24409449,0.00149606,0.327559056,0.03149606,6.2992126,0
3,9.98,0.00233959,910.01895,6.25,28.125,73.75,53.125,6.25,0.0,0.0084375,0.0,0.015625,18.75,0
3,3.78,0.00217058,453.592,16.0714286,33.9285714,3.57142857,1.78571429,0.0,0.0,0.00064286,0.987499996,0.0625,12.5,0
3,0.99,0.01976675,45.075705,26.6666667,13.3333333,8.88888889,31.1111111,6.66666667,0.72222222,0.006,0.462222224,0.0,7.77777778,0
3,5.49,0.013725,960.0,0.83333333,1.25,5.25,2.08333333,0.0,0.00666667,0.00041667,0.0991666619999999,0.0,0.0,0
0,2.99,0.01025395,510.291,3.26530612,0.40816327,12.040816288,1.2244898,4.08163265,0.01632653,0.00114286,0.0959999964,0.0,0.0,1
3,3.99,0.0137464,262.232875,6.10687023,3.4351145,13.740458,2.29007634,2.29007634,0.05343512,0.00076336,0.183206104,0.01717557,0.95419847,0
3,9.49,0.02108889,396.893,3.77935615,3.77935615,17.46062538,2.26761369,0.75587123,0.05568251,0.00125979,0.12698637,0.0,0.50391415,0
3,2.39,0.00432815,272.1552,11.5942029,7.24637681,16.23188408,0.0,2.89855073,0.07536232,0.00156522,0.1872463756,0.00724638,2.17391304,0
3,8.99,0.00681358,579.747275,10.3448276,12.4137931,20.482758670000003,2.06896552,1.37931035,0.17931035,0.00137931,0.3806896566,0.03103448,6.20689655,0
2,2.59,0.00751931,114.815475,20.0,23.75,0.0,0.0,0.0,0.0325,0.0009,0.2625,0.04375,5.0,1
0,2.29,0.00674216,209.7863,3.33333333,1.19047619,37.71428573000001,0.0,1.42857143,0.01238095,0.00085714,0.0,0.0,0.23809524,1
2,2.64,0.00297477,226.796,26.0869565,30.4347826,0.0,0.0,0.0,0.56521739,0.00156522,0.462608694,0.08695652,19.5652174,1
3,3.99,0.00262721,283.495,7.14285714,28.5714286,83.57142859,0.0,3.57142857,0.07142857,0.00107143,0.369642861,0.0,3.57142857,0
3,6.99,0.07943257,479.10655,4.08163265,0.0,0.4816326586,0.0,0.0,0.00489796,0.0,0.062448984,0.0,0.0,0
3,3.0,0.0011998,714.4074,3.33333333,8.33333333,74.73333329399999,40.0,3.33333333,0.0,0.0012,0.2913333308,0.00833333,4.16666667,0
0,3.47,0.01082554,601.0094,8.0,0.0,3.5999999999999996,4.66666667,0.0,0.13,0.0,0.0279999972,0.00666667,0.0,1
3,5.19,0.00143586,722.91225,2.94117647,20.5882353,51.47058826,35.2941177,0.0,0.0,0.00235294,0.3988235334,0.0,5.88235294,0
0,3.99,0.02078125,340.194,1.41095963,0.0,23.2808339,8.46575777,0.98767174,0.00282192,0.00091712,0.0024762347999999,0.0,0.0,1
3,2.98,0.00298,354.36875,11.287677,11.287677,24.55069752,5.64383852,1.41095963,0.18342475,0.00152384,0.6036085293,0.0141096,2.11643944,0
3,1.98,0.00159844,480.0,3.22580645,25.8064516,5.741935481,3.22580645,3.22580645,0.0,0.0,1.3122580616,0.03225807,3.22580645,0
3,3.94,0.00372101,282.36102,0.0,4.16666667,108.33333329,50.0,0.0,0.0,0.0,0.225,0.0,0.0,0
3,3.96,0.0076026,601.0094,7.33333333,1.66666667,6.40000002,6.0,0.66666667,0.08666667,0.0,0.0506999961,0.01,1.0,0
2,3.49,0.01164125,119.918385,25.0,15.0,0.0,0.0,0.0,0.7,0.0,0.5175,0.05,10.0,1
2,2.0,0.00147059,240.97075,56.4383852,42.3287889,0.0,0.0,0.0,0.0,0.0,2.074110654,0.10582197,14.1095963,1
3,4.99,0.01376552,411.06775,3.52739907,0.0,8.324661816999999,0.0,3.52739907,0.03527399,0.00035274,0.294890564,0.0,0.0,0
3,2.88,0.00233816,255.1455,6.89655172,20.6896552,45.86206898,3.44827586,1.93103448,0.0,0.00248276,0.7758620730000001,0.0,3.44827586,0
3,2.99,0.00347701,198.4465,6.66666667,20.0,66.0,36.6666667,0.0,0.03333333,0.002,0.4875000039,0.06666667,13.3333333,0
3,3.38,0.00311822,283.495,5.88235294,2.94117647,85.2941177,79.4117647,0.0,0.22941177,0.0,0.4486764665999999,0.01470588,1.47058824,0
3,6.99,0.00554762,420.0,2.85714286,18.5714286,32.8571429,27.1428571,0.71428571,0.0,0.00078571,0.211428568,0.0,12.1428571,0
3,3.49,0.00291351,283.495,2.81690141,21.1267606,39.43661974,43.6619718,1.4084507,0.01408451,0.00140845,0.28169014,0.02816901,6.33802817,0
2,3.78,0.01227293,453.59237,1.2345679,0.0,11.23456789,12.345679,1.2345679,0.01604938,0.0,0.0,0.0,0.0,1
3,2.79,0.00172225,566.99,7.14285714,3.57142857,69.64285718,7.14285714,3.57142857,0.0,0.00321429,0.3696428600999999,0.0,0.0,0
0,4.98,0.00334599,396.893,17.5,20.0,24.0,25.0,5.0,0.065,0.0045,0.0,0.0,5.0,1
3,2.5,0.00783867,255.1455,17.8571429,2.67857143,5.892857146,5.35714286,0.0,0.0,0.00257143,1.060714287,0.05357143,1.78571429,0
3,3.18,0.0023369,255.1455,6.66666667,30.0,48.0,46.6666667,0.0,0.17333333,0.0,0.0780000038999999,0.04,20.0,0
3,3.49,0.01073234,276.407625,9.41176471,12.9411765,16.235294099999997,1.17647059,3.52941177,0.15294118,0.00127059,0.424941174,0.02352941,4.70588235,0
3,3.59,0.00277011,226.796,7.14285714,35.7142857,37.500000019999995,3.57142857,3.57142857,0.03571429,0.00214286,0.637500003,0.0,5.35714286,0
3,1.68,0.00110055,566.99,19.2307692,5.76923077,64.6153848,11.5384615,3.84615385,0.1,0.00415385,0.5653846170000001,0.0,0.0,0
3,1.86,0.00509491,360.0,4.50704225,2.81690141,10.25352111,13.8028169,0.0,0.12816901,0.00177465,0.056338032,0.0028169,0.28169014,0
3,3.99,0.00558505,198.4465,20.0,4.0,53.4,2.0,10.0,0.012,0.006,0.9126,0.0,0.0,0
3,1.98,0.00111032,368.5435,3.22580645,19.3548387,40.6451613,35.483871,1.80645161,0.0,0.00348387,0.174193551,0.0,6.4516129,0
3,3.97,0.00126918,1380.0,2.66666667,9.33333333,34.413333363,26.6666667,0.0,0.13866667,0.0,0.0503999999999999,0.02666667,5.33333333,0
3,7.99,0.00505865,340.194,7.14285714,14.2857143,92.85714282,25.0,3.57142857,0.67857143,0.00178571,0.30357143,0.0,1.78571429,0
3,3.69,0.00968504,381.0,0.0,0.0,29.33333337,20.0,0.0,0.0,0.0,1.6573333371,0.0,0.0,0
1,3.49,0.00042413,960.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14285714,1
3,2.78,0.00182115,566.99,7.69230769,3.84615385,50.0,7.69230769,3.23076923,0.0,0.00276923,0.3715384626,0.0,0.0,0
3,5.79,0.00514882,198.4465,6.66666667,33.3333333,31.99999998,36.6666667,10.0,0.0,0.007,0.046666662,0.0,20.0,0
3,11.29,0.0040741,578.3298,8.33333333,25.0,66.375,33.3333333,6.25,0.0,0.00458333,0.0218749965,0.0,4.16666667,0
0,3.99,0.02906651,453.59237,0.60986842,0.15131579,4.342105266,6.2,0.40131579,0.007,0.00024342,0.0008289455999999,0.0,0.0131579,1
3,0.35,0.00060932,629.3589,4.36507937,2.77777778,8.61111111,3.57142857,1.98412698,0.03095238,0.00107143,0.2690476212,0.01190476,0.99206349,0
0,8.98,0.00321788,893.00925,15.625,28.125,0.0,0.0,0.0,0.0,0.00225,0.043125,0.078125,10.9375,1
3,3.39,0.00669641,141.7475,0.0,0.0,111.42857141,71.4285714,7.14285714,0.0,0.00071429,0.0,0.0,0.0,0
3,3.78,0.00217058,453.592,16.0714286,33.9285714,2.499999999,1.78571429,0.0,0.0,0.00064286,0.5113392867,0.0625,12.5,0
3,2.99,0.00205079,425.2425,5.71428571,0.0,46.28571426,22.8571429,2.85714286,0.0,0.00257143,1.2591428523,0.0,0.0,0
0,8.99,0.00554948,283.495,10.7142857,50.0,20.00000002,17.8571429,10.7142857,0.11071429,0.00357143,0.0417857193,0.0,25.0,1
3,1.99,0.04011157,9.922325,20.0,40.0,26.0,0.0,20.0,0.2,0.008,1.1700000000000002,0.0,0.0,0
0,7.49,0.0008964,2267.96185,15.7894737,0.0,86.94736839000001,0.0,18.4210526,0.02894737,0.00263158,0.0,0.0,0.0,1
3,3.99,0.00243102,566.99,13.1578947,5.2631579,30.0,7.89473684,7.89473684,0.02631579,0.00263158,0.5526315759999999,0.0,0.0,0
3,3.78,0.01035,840.0,4.34782609,0.0,6.76328502,0.0,2.41545894,0.15700483,0.0,0.0573188432,0.00483092,0.0,0
3,3.72,0.00572308,141.7475,7.05479815,17.6369954,47.97262736,10.5821972,3.52739907,0.18342475,0.00126986,0.9167710227,0.0,7.05479815,0
3,9.79,0.01686193,907.184,1.6,4.0,6.24,3.2,0.8,0.016,0.00024,0.2688,0.0,0.4,0
3,3.48,0.00334018,420.0,4.65116279,16.2790698,16.124031040000002,18.6046512,0.0,0.10077519,0.0,0.0325581396,0.05426357,7.75193798,0
3,14.29,0.00600078,476.2716,15.0,35.0,28.0,12.5,15.0,0.0525,0.0025,0.2799999999999999,0.0,8.75,0
3,0.98,0.01728426,283.495,0.8,0.0,4.0,1.6,1.6,0.0,0.0,0.23104,0.0,0.0,0
2,6.76,0.00379355,453.59237,21.4285714,32.1428571,8.4285714252,3.57142857,0.0,0.69642857,0.0,0.4682142866999999,0.10714286,1.78571429,1
3,1.0,0.00226938,368.5435,0.0,2.7173913,26.304347850000003,19.5652174,1.2173913,0.0,0.0,0.058695651,0.0,1.63043478,0
3,2.8,0.00227924,255.1455,3.7037037,29.6296296,73.33333337,0.0,0.0,0.0,0.00133333,0.1555555539999999,0.0,5.55555556,0
2,12.99,0.01455624,219.9923,21.1643944,31.7465917,2.7626589502,0.47972627,0.0,0.70900721,0.0001411,0.7635055311,0.09876717,17.6369954,1
3,3.99,0.00266,283.495,3.52739907,28.2191926,39.50686964,7.05479815,3.52739907,0.0,0.00070548,0.9185347164,0.0,3.52739907,0
3,2.5,0.00384615,170.0,14.7058824,23.5294118,50.0,2.94117647,14.7058824,0.38235294,0.00529412,0.152941176,0.01470588,10.2941177,0
3,3.19,0.0131278,226.796,7.14285714,3.57142857,14.2857143,3.57142857,7.14285714,0.07142857,0.00128571,0.2716071462,0.0,0.0,0
3,2.99,0.00479167,170.097,14.1095963,4.9383587,74.49866842,5.64383852,2.82191926,0.18342475,0.00112877,0.6984250200000001,0.0141096,2.82191926,0
0,1.09,0.00302929,425.2425,5.38461539,0.0,11.69230768,0.76923077,6.92307692,0.03076923,0.00138462,0.1399999999999999,0.0,0.0,1
0,7.49,0.00251621,793.786,10.0,6.25,54.0,2.5,10.0,0.05,0.0035,0.0,0.0,1.25,1
2,4.68,0.00700349,170.097,32.1428571,28.5714286,3.1785714273,0.0,0.0,0.92857143,0.0,1.53571429,0.08928571,16.0714286,1
3,3.49,0.01088171,198.4465,7.07070707,11.6161616,6.56565657,2.02020202,1.01010101,0.06565657,0.00072727,0.530303032,0.02272727,2.27272727,0
2,2.98,0.00360399,283.495,20.8333333,20.8333333,4.16666667,0.0,0.0,0.8125,0.0,0.8287499960999999,0.0625,10.4166667,1
0,2.99,0.01935019,453.59237,2.81978022,0.37362637,4.615384613,1.7,2.63736264,0.04725275,0.00072528,0.03296703,0.0,0.04395604,1
3,1.42,0.01012582,150.25235,4.0,2.33333333,11.2,7.33333333,1.33333333,0.13,0.00048,0.045333336,0.0,0.0,0
3,4.69,0.00286468,595.3395,15.0,2.5,47.2,2.5,12.5,0.0525,0.0025,0.5085,0.0,0.0,0
0,1.92,0.00514285,907.18474,1.17579969,0.0,6.584478270999999,5.87899845,2.35159938,0.03057079,0.00042329,0.106997772,0.0,0.0,1
3,4.29,0.00647382,240.97075,12.5,12.9166667,16.5,4.16666667,0.0,0.25833333,0.00216667,0.3852499976999999,0.03125,6.25,0
0,2.99,0.0162664,56.982495,16.5483871,0.64516129,87.54838711199999,2.41935484,9.03225807,0.079,0.00564516,0.085806448,0.0,0.32258065,1
3,0.75,0.0004388,432.329875,4.65116279,4.65116279,89.53488368000001,44.1860465,0.0,0.06046512,0.00251163,0.7069767456,0.0,1.1627907,0
3,12.99,0.0113359,680.388,14.7368421,5.2631579,4.421052629,1.57894737,1.05263158,0.13157895,0.00142105,0.2880000012,0.05526316,2.63157895,0
3,6.39,0.00478977,708.7375,17.6470588,4.70588235,17.6470588,2.35294118,1.17647059,0.0,0.00117647,0.61176471,0.04117647,1.17647059,0
3,1.99,0.00123639,623.689,6.4516129,3.22580645,48.3870968,6.4516129,3.22580645,0.19354839,0.00322581,0.3432258039999999,0.0,0.0,0
3,3.28,0.00202473,510.291,8.73015873,21.4285714,22.2222222,3.17460318,0.79365079,0.1031746,0.00142857,0.67460318,0.08333333,9.52380952,0
3,2.98,0.00176081,428.07745,11.627907,6.97674419,93.72093029,25.5813954,9.30232558,0.06046512,0.00334884,0.5518604616999999,0.0,1.1627907,0
3,5.99,0.01355879,120.485375,10.0,20.0,52.0,6.66666667,10.0,0.15333333,0.00333333,1.0140000039,0.0,3.33333333,0
2,4.99,0.00167635,453.592,21.875,53.125,16.6875,12.5,3.125,0.0,0.00125,0.21375,0.0,10.9375,1
3,4.29,0.0055292,340.194,3.50877193,4.38596491,54.73684216000001,0.0,3.50877193,0.01052632,0.00175439,0.252631575,0.0,0.0,0
0,3.49,0.14464982,141.7475,1.23404255,0.29787234,2.2340425519999996,1.1893617,2.10638298,0.03404255,0.00097872,0.0067914923999999,0.0,0.04255319,1
3,3.48,0.00552381,420.0,3.33333333,8.33333333,0.0,6.66666667,0.0,0.08666667,0.0,0.3546666692,0.01666667,1.66666667,0
3,3.99,0.01002796,226.796,12.2807018,12.2807018,5.2631579,0.0,0.0,0.00877193,0.0,0.52631579,0.0,0.87719298,0
0,14.99,0.00556586,453.592,21.875,50.0,24.062500000000004,3.125,12.5,0.24375,0.0034375,0.0,0.0,4.6875,1
3,1.48,0.00177182,155.92225,3.57142857,32.1428571,74.28571423,3.57142857,2.0,0.0,0.0,0.4435714266,0.0,8.92857143,0
3,9.99,0.03996,750.0,0.0,0.0,9.8333333294,8.33333333,0.0,0.0,0.0,0.007499997,0.0,0.0,0
3,3.79,0.00162898,481.9415,3.44827586,24.137931,48.27586203999999,44.8275862,3.44827586,0.03448276,0.00310345,0.31034483,0.0,8.62068966,0
3,8.77,0.0028123,623.689,35.7142857,35.7142857,0.0,0.0,0.0,0.0,0.0,1.85714286,0.10714286,14.2857143,0
3,5.98,0.00143822,1020.582,3.7037037,3.7037037,91.851852,44.4444444,0.0,0.0,0.00666667,0.823333329,0.0,0.0,0
3,3.39,0.00424398,317.5144,8.80503145,10.6918239,32.51572324,7.54716981,1.25786164,0.17610063,0.00176101,0.7308176119999998,0.01886793,5.66037736,0
3,2.49,0.00658742,113.398,6.66666667,40.0,31.99999998,40.0,6.66666667,0.0,0.0072,0.0,0.0,23.3333333,0
3,0.64,0.0039875,130.4077,7.69230769,10.0,0.5384615389999999,0.0,0.0,0.1,0.00083077,0.7110000027,0.06538462,3.07692308,0
3,17.49,0.033,425.2425,2.35159938,2.58675932,21.766403904,3.76255901,1.64611957,0.03057079,0.00070548,0.2790172665,0.0,0.35273991,0
3,3.99,0.00234572,680.388,12.5,2.5,36.0,7.5,7.5,0.06,0.0025,0.4275,0.0,0.0,0
2,3.57,0.00440749,283.495,21.4285714,21.4285714,0.0,3.57142857,0.0,0.69642857,0.0,0.8474999999999999,0.05357143,12.5,1
3,2.49,0.00314623,189.94165,8.33333333,12.5,77.91666663000001,29.1666667,4.16666667,0.41666667,0.0025,0.4472916628999999,0.0,4.16666667,0
3,3.99,0.00569675,396.893,3.52941177,10.5882353,10.58823528,2.35294118,2.35294118,0.04705882,0.00094118,0.5230588194,0.00588235,2.35294118,0
3,21.49,0.02842643,3628.736,3.75,2.5,14.66666663,6.25,0.41666667,0.1625,0.001875,0.074999997,0.00208333,0.41666667,0
3,3.69,0.00383026,907.184,7.96460177,12.3893805,24.778761040000003,0.88495575,1.7699115,0.02300885,0.00238938,0.2920354,0.01327434,4.42477876,0
3,7.6,0.0083037,1440.0,3.38983051,1.90677966,7.62711864,6.3559322,0.84745763,0.19915254,0.00055085,0.0284745804,0.0,0.21186441,0
3,10.49,0.01233414,425.2425,6.0,6.0,28.0,0.0,2.0,0.08,0.00072,0.3192,0.01,2.0,0
3,2.0,0.00801425,70.87375,15.4929578,5.63380282,49.5774648,4.22535211,14.084507,0.07323944,0.00507042,0.4732394399999999,0.0,0.0,0
3,2.68,0.01181679,680.388,0.0,0.0,4.666666669,3.33333333,0.0,0.0,0.0,0.4896666629,0.0,0.0,0
3,3.29,0.00527244,170.097,14.1095963,4.9383587,54.18084976,5.64383852,2.82191926,0.14109596,0.00101589,0.9574772103,0.0141096,2.11643944,0
3,1.99,0.00155469,226.796,7.05479815,35.2739907,68.78428193,7.05479815,3.52739907,0.0,0.0,0.4381029626999999,0.0,5.29109861,0
0,4.79,0.00079201,1814.36948,6.66666667,5.0,99.66666671,0.0,6.66666667,0.06666667,0.0012,0.0,0.0,0.0,1
0,7.88,0.00606153,1133.98093,21.1643944,2.6455493,0.0,0.0,0.0,0.0,0.00031747,0.11464047,0.06613873,0.44092488,1
3,3.99,0.01661552,255.1455,2.74509804,3.1372549,14.1176471,2.35294118,3.92156863,0.05882353,0.00054902,0.2701176492,0.0254902,1.37254902,0
3,2.29,0.00818593,226.796,4.84581498,4.84581498,10.79295154,14.9779736,0.0,0.17180617,0.0,0.055506612,0.0154185,3.08370044,0
3,6.89,0.00886165,309.00955,8.38709677,10.3225807,25.290322560000003,2.58064516,1.93548387,0.19612903,0.00064516,0.335483872,0.03548387,3.87096774,0
3,2.98,0.0298,195.0,0.51282051,0.51282051,13.312820533999998,9.74358974,0.0,0.13333333,0.0,0.080769234,0.0,0.0,0
3,0.96,0.00309501,255.1455,5.88235294,3.52941177,13.176470560000002,0.0,0.78431373,0.07647059,0.00028235,0.37254902,0.01372549,1.76470588,0
0,5.48,0.00684999,453.59237,19.4006949,9.70034745,0.0,0.0,0.0,0.02292809,0.00238099,0.052910984,0.06613873,3.96832396,1
3,3.29,0.00316346,226.796,7.05479815,21.1643944,82.54113829,3.52739907,7.05479815,0.03527399,0.00141096,0.666678432,0.0,0.0,0
3,0.99,0.00665167,79.3786,3.75,21.25,48.95,28.75,1.25,0.0325,0.00135,0.34,0.03125,11.25,0
0,7.24,0.01489738,453.592,24.1071429,0.89285714,0.0,0.0,0.0,0.0,0.00064286,0.0203571396,0.02232143,0.0,1
3,1.8,0.00303899,110.56305,7.14285714,32.1428571,45.71428568,53.5714286,3.57142857,0.18571429,0.0,0.0599999987999999,0.01785714,17.8571429,0
3,4.69,0.00855698,411.06775,1.66666667,10.0,9.166666663,1.66666667,1.66666667,0.08666667,0.0,0.4433333308,0.025,5.83333333,0
3,3.29,0.00997317,226.796,1.81818182,7.27272727,10.90909092,1.81818182,4.54545455,0.07272727,0.00227273,0.7458,0.0,0.90909091,0
3,2.98,0.0029345,340.194,10.4477612,20.8955224,10.4477612,8.95522388,0.0,0.3880597,0.0,1.2035820888,0.03731343,5.97014925,0
3,3.29,0.01353933,425.2425,8.57142857,7.14285714,44.5,1.42857143,1.42857143,0.27857143,0.00257143,0.525714288,0.0,2.14285714,0
3,2.79,0.00122163,721.21128,35.0,6.66666667,56.33333329,1.66666667,28.3333333,0.00666667,0.0,0.2659999999999999,0.0,1.66666667,0
3,4.79,0.00233052,411.06775,7.14285714,25.0,40.71428574,0.0,3.57142857,0.10714286,0.00107143,0.4805357192999999,0.0,3.57142857,0
3,1.0,0.00223964,133.24265,12.3458968,3.52739907,59.648318336,3.52739907,5.29109861,0.0,0.00317466,0.904777866,0.0,1.76369954,0
3,21.99,0.00963572,595.3395,33.3333333,13.3333333,47.2,0.0,0.0,0.19166667,0.00166667,0.4024999965,0.00833333,5.83333333,0
3,6.99,0.00697356,255.1455,7.14285714,28.5714286,39.99999997,7.14285714,28.5714286,0.14285714,0.0,0.299999994,0.03571429,17.8571429,0
3,2.49,0.00365968,170.097,4.70588235,16.4705882,53.4,43.5294118,2.35294118,0.03058824,0.00317647,0.32,0.01764706,5.88235294,0
3,32.49,0.00967447,779.61125,16.9230769,18.4615385,63.53846160199999,18.4615385,4.61538462,0.08615385,0.00153846,0.0058461556,0.0,1.53846154,0
3,3.49,0.00579625,680.388,2.65486726,3.09734513,13.575221264,9.73451327,0.0,0.11504425,0.0,0.0619469,0.00884956,1.7699115,0
3,1.99,0.0071198,70.87375,4.22535211,18.3098592,68.140845102,36.6197183,2.81690141,0.01408451,0.00126761,0.21126761,0.0,14.084507,0
1,0.75,0.14761905,315.0,0.0,0.0,6.1935483840000005,7.09677419,0.0,0.02096774,0.00011613,0.02096774,0.0,0.0,1
3,1.98,0.1485,28.3495,5.87899845,1.17579969,3.880138977,1.76369954,0.29394992,0.13374722,0.00031747,0.019988592,0.005879,0.73487481,0
3,14.99,0.04051351,226.796,4.85017372,7.05479815,22.79581656,4.40924884,0.88184977,0.01807792,0.00044093,0.154147342,0.01102312,1.32277465,0
3,3.3,0.00396832,226.796,10.0,0.0,91.66666663,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0
3,2.67,0.00355941,411.06775,6.81265207,9.24574209,23.090024359999997,4.62287105,1.21654501,0.04744526,0.00109489,0.2484671507999999,0.02068127,1.94647202,0
3,4.99,0.00590534,374.2134,9.67741936,2.41935484,49.483871002,3.22580645,4.83870968,0.0,0.00177419,0.48387097,0.0,0.0,0
3,4.99,0.0087269,198.4465,18.6440678,23.7288136,1.01694915,0.0,0.0,0.0,0.0,0.61016949,0.06779661,8.47457627,0
3,4.69,0.00424458,266.4853,7.31707317,3.65853659,70.24390248,29.2682927,4.87804878,0.17073171,0.00243902,0.131707314,0.0,0.0,0
3,3.99,0.00307876,226.796,3.57142857,35.7142857,39.99999997,0.0,3.57142857,0.03571429,0.00142857,0.9300000024,0.0,5.35714286,0
1,3.99,0.00208509,510.291,0.0,0.0,119.16666671,0.0,0.0,0.0,0.00166667,0.0,0.0,0.0,1
3,3.99,0.00623438,226.796,0.0,21.1643944,14.81507608,0.0,0.0,0.0,0.0,0.7760278,0.0,21.1643944,0
0,6.99,0.03744643,960.0,2.77777778,0.69444444,0.6666666640000001,0.27777778,0.27777778,0.06944444,2.78e-05,0.0048750039,0.00138889,0.69444444,1
3,1.99,0.00337288,167.26205,14.1095963,2.6455493,75.66271009,1.76369954,3.52739907,0.10582197,0.00405651,0.88184977,0.0088185,0.88184977,0
2,1.99,0.02203351,113.398,0.88495575,0.44247788,20.8849557,10.619469,0.88495575,0.00442478,0.00019469,0.0037168151999999,0.0,0.0,1
3,2.78,0.0019134,290.582375,6.25,21.875,75.625,12.5,7.0,0.0,0.0045,0.703125,0.0,0.0,0
3,14.58,0.00467041,816.4656,13.2352941,10.2941177,37.05882354,30.8823529,5.88235294,0.28676471,0.00294118,0.3397058805,0.0,2.94117647,0
3,2.69,0.01494444,113.398,7.05479815,21.1643944,73.72264064,10.5821972,3.52739907,0.0,0.00126986,1.1957882836,0.017637,3.52739907,0
3,3.79,0.01782512,170.097,19.6428571,3.57142857,1.071428574,1.78571429,0.0,0.0,0.00125,0.5791071399,0.0625,0.89285714,0
2,4.64,0.00483333,226.796,21.1643944,35.2739907,0.0,0.0,0.0,1.1464047,0.0,0.5926030459999999,0.05291099,24.6917935,1
3,2.86,0.00204278,385.01456,2.5974026,11.6883117,36.6233766,40.2597403,0.0,0.0,0.0,0.4036363631999999,0.04545455,5.1948052,0
3,6.99,0.01027941,1200.0,0.66666667,0.0,16.900000000000002,11.6666667,0.0,0.00666667,0.00023333,0.0046000023,0.0,0.0,0
3,3.99,0.00584401,192.7766,14.5833333,3.125,80.20833337,6.25,6.25,0.14583333,0.00166667,0.6966666692,0.01041667,2.08333333,0
3,2.1,0.00154324,340.194,7.5,2.5,77.875,5.0,5.0,0.325,0.0315,0.66,0.0,0.0,0
2,3.99,0.02287077,283.495,3.84615385,1.53846154,14.384615410000002,0.76923077,6.15384615,0.01538462,0.00138462,0.4085384598,0.0,0.0,1
3,2.98,0.0026953,368.5435,0.0,20.0,14.0,20.0,0.0,0.0,0.0,0.0,0.1,20.0,0
3,2.99,0.00171787,680.388,11.627907,6.97674419,57.44186045000001,4.65116279,6.97674419,0.10465116,0.00209302,0.4897674405,0.0,0.0,0
2,1.82,0.01212641,42.52425,21.1764706,30.5882353,2.35294118,0.0,0.0,0.45882353,0.00042353,0.4955294097,0.03529412,14.1176471,1
3,1.0,0.00221203,133.24265,12.5,3.57142857,39.64285716,3.57142857,1.78571429,0.09285714,0.00321429,1.2299999964,0.00535714,1.78571429,0
3,4.79,0.00315397,283.495,0.0,21.4285714,71.4285714,0.0,0.0,0.03571429,0.00035714,0.885714288,0.0,5.35714286,0
3,5.29,0.00228131,822.1355,12.8205128,19.2307692,9.23076924,0.0,2.56410256,0.0,0.00153846,0.403846155,0.05128205,3.84615385,0
3,5.99,0.00828593,240.97075,0.0,0.0,91.0,65.0,0.0,0.0,0.0,0.042,0.0,0.0,0
3,1.79,0.00598988,254.011727,4.70588235,3.1372549,21.921568630000003,1.56862745,1.17647059,0.08235294,0.00047059,0.23137255,0.00588235,1.37254902,0
3,2.62,0.00396384,184.27175,4.34782609,17.3913044,31.95652173,34.7826087,1.08695652,0.14130435,0.00156522,0.2191304388,0.03804348,13.0434783,0
3,2.99,0.00243391,283.495,3.33333333,13.3333333,46.000000019999995,36.6666667,3.33333333,0.0,0.003,0.4331666629,0.0,0.0,0
