3850|102|0.03337696335078534
961|182|0.05955497382198953
508|130|0.04253926701570681
379|146|0.047774869109947646
1271|223|0.07297120418848167
1961|105|0.034358638743455495
1612|107|0.0350130890052356
540|125|0.04090314136125654
1048|170|0.055628272251308904
399|108|0.03534031413612566
61|131|0.04286649214659686
357|186|0.06086387434554974
2762|125|0.04090314136125654
1285|428|0.1400523560209424
335|192|0.06282722513089005
1169|109|0.035667539267015706
1262|139|0.04548429319371728
429|220|0.07198952879581152
1817|126|0.0412303664921466
2733|131|0.04286649214659686
1065|134|0.04384816753926701
258|100|0.032722513089005235
580|118|0.03861256544502618
1749|314|0.10274869109947644
971|311|0.10176701570680628
3815|128|0.041884816753926704
534|210|0.06871727748691099
346|157|0.05137434554973822
1832|100|0.032722513089005235
1032|103|0.03370418848167539
1192|103|0.03370418848167539
694|137|0.044829842931937175
1304|181|0.05922774869109947
2475|103|0.03370418848167539
1108|264|0.08638743455497382
334|175|0.057264397905759164
144|203|0.06642670157068063
17|104|0.034031413612565446
168|161|0.052683246073298426
1124|141|0.04613874345549738
99|431|0.14103403141361257
277|115|0.03763089005235602
25|168|0.0549738219895288
528|158|0.05170157068062827
465|253|0.08278795811518325
1203|116|0.03795811518324607
372|171|0.05595549738219895
179|159|0.05202879581151833
436|152|0.049738219895287955
1950|101|0.033049738219895285
389|100|0.032722513089005235
281|272|0.08900523560209424
1010|120|0.03926701570680628
1981|128|0.041884816753926704
371|117|0.03828534031413613
1074|115|0.03763089005235602
58|563|0.18422774869109948
2717|126|0.0412303664921466
749|116|0.03795811518324607
823|428|0.1400523560209424
411|246|0.08049738219895287
56|192|0.06282722513089005
227|370|0.12107329842931937
360|100|0.032722513089005235
4355|121|0.03959424083769633
274|886|0.28992146596858637
1821|102|0.03337696335078534
726|108|0.03534031413612566
326|654|0.21400523560209425
27|115|0.03763089005235602
748|123|0.04024869109947644
780|132|0.04319371727748691
2825|131|0.04286649214659686
188|105|0.034358638743455495
254|170|0.055628272251308904
772|113|0.03697643979057592
1055|230|0.07526178010471204
1293|110|0.03599476439790576
2028|129|0.04221204188481675
1848|102|0.03337696335078534
1515|122|0.03992146596858639
435|176|0.05759162303664921
1273|115|0.03763089005235602
1|2300|0.7526178010471204
649|301|0.09849476439790576
2292|233|0.07624345549738219
430|151|0.049410994764397906
2580|130|0.04253926701570681
1342|168|0.0549738219895288
259|297|0.09718586387434555
474|140|0.04581151832460733
764|305|0.09980366492146597
1086|162|0.05301047120418848
544|171|0.05595549738219895
998|136|0.04450261780104712
550|105|0.034358638743455495
73|188|0.061518324607329845
1284|106|0.03468586387434555
1150|430|0.1407068062827225
348|344|0.112565445026178
15|524|0.17146596858638743
2934|110|0.03599476439790576
432|117|0.03828534031413613
297|281|0.09195026178010471
1569|113|0.03697643979057592
14|231|0.0755890052356021
5583|100|0.032722513089005235
1133|128|0.041884816753926704
142|151|0.049410994764397906
1195|101|0.033049738219895285
543|184|0.060209424083769635
2123|153|0.05006544502617801
649 274|126|0.0412303664921466
474 1|102|0.03337696335078534
1124 1|121|0.03959424083769633
15 1|388|0.12696335078534032
326 1285|138|0.045157068062827224
15 326|139|0.04548429319371728
1 25|148|0.04842931937172775
528 1|111|0.03632198952879581
326 1|512|0.16753926701570682
274 326|206|0.06740837696335078
372 1|138|0.045157068062827224
1 1150|327|0.10700261780104713
274 227|149|0.0487565445026178
274 534|101|0.033049738219895285
429 274|127|0.04155759162303665
1086 1|131|0.04286649214659686
326 58|159|0.05202879581151833
27 1|108|0.03534031413612566
1 1342|109|0.035667539267015706
274 1285|210|0.06871727748691099
144 1|159|0.05202879581151833
1010 1|112|0.03664921465968586
1 1304|155|0.05071989528795812
274 764|112|0.03664921465968586
274 971|104|0.034031413612565446
297 1|214|0.0700261780104712
1 435|151|0.049410994764397906
1 998|117|0.03828534031413613
348 274|133|0.043520942408376964
274 1|665|0.2176047120418848
823 58|114|0.037303664921465966
259 1|230|0.07526178010471204
508 1|100|0.032722513089005235
429 1|156|0.051047120418848166
15 1150|143|0.046793193717277484
259 274|123|0.04024869109947644
274 1150|139|0.04548429319371728
1055 1|154|0.05039267015706806
1 2123|106|0.03468586387434555
346 1|109|0.035667539267015706
1108 1|222|0.07264397905759162
3815 1|111|0.03632198952879581
58 1150|100|0.032722513089005235
764 1|245|0.08017015706806283
1 334|136|0.04450261780104712
179 1|121|0.03959424083769633
430 1|116|0.03795811518324607
823 1|327|0.10700261780104713
335 1|157|0.05137434554973822
2292 1|202|0.06609947643979057
14 1|171|0.05595549738219895
1 1285|320|0.10471204188481675
56 1|149|0.0487565445026178
348 58|102|0.03337696335078534
780 1|112|0.03664921465968586
326 1150|115|0.03763089005235602
1271 1|146|0.047774869109947646
1065 1|113|0.03697643979057592
348 1|248|0.08115183246073299
823 274|145|0.04744764397905759
1 254|127|0.04155759162303665
326 227|108|0.03534031413612566
694 1|103|0.03370418848167539
58 1|438|0.14332460732984292
99 58|114|0.037303664921465966
73 1|153|0.05006544502617801
544 1|126|0.0412303664921466
436 1|106|0.03468586387434555
2825 1|106|0.03468586387434555
281 1|195|0.06380890052356021
1 357|134|0.04384816753926701
58 1285|143|0.046793193717277484
142 1|123|0.04024869109947644
2762 1|113|0.03697643979057592
1981 1|100|0.032722513089005235
1749 1|235|0.0768979057591623
649 58|108|0.03534031413612566
465 1|185|0.060536649214659684
99 274|144|0.04712041884816754
99 15|133|0.043520942408376964
534 1|140|0.04581151832460733
15 58|119|0.03893979057591623
1 168|125|0.04090314136125654
543 1|128|0.041884816753926704
411 274|111|0.03632198952879581
281 274|120|0.03926701570680628
1048 1|130|0.04253926701570681
274 58|213|0.06969895287958115
4355 1|114|0.037303664921465966
649 1285|127|0.04155759162303665
1 971|228|0.07460732984293193
2717 1|102|0.03337696335078534
1 1074|101|0.033049738219895285
379 1|107|0.0350130890052356
274 1304|123|0.04024869109947644
823 1285|133|0.043520942408376964
411 1|170|0.055628272251308904
649 1|228|0.07460732984293193
259 326|101|0.033049738219895285
961 1|148|0.04842931937172775
99 1|321|0.1050392670157068
1817 1|109|0.035667539267015706
823 274 1|100|0.032722513089005235
326 58 1|143|0.046793193717277484
1285 58 1|124|0.04057591623036649
274 1 1304|110|0.03599476439790576
649 274 1|101|0.033049738219895285
1 274 1150|110|0.03599476439790576
99 15 1|107|0.0350130890052356
274 58 1|170|0.055628272251308904
823 1285 1|103|0.03370418848167539
274 1285 1|158|0.05170157068062827
274 326 1|161|0.052683246073298426
649 1285 1|108|0.03534031413612566
15 326 1|101|0.033049738219895285
1 326 1285|111|0.03632198952879581
99 274 1|103|0.03370418848167539
348 274 1|105|0.034358638743455495
